warehouse_id,product_id,stock_level,reorder_level,avg_daily_sales,days_until_reorder
W027_048,PID1048,14,72,11,1.3
W027_049,PID1049,57,81,46,1.2
W027_050,PID1050,37,62,25,1.5
W027_051,PID1051,,53,94,1.8
W027_052,PID1052,46,29,31,1.5
W027_053,PID1053,52,67,31,1.7
W027_054,PID1054,107,37,61,1.8
W027_055,PID1055,fifteen,100,92,1.9
W027_056,PID1056,,54,34,1.7
W027_057,PID1057,35,41,21,1.7
W027_058,PID1058,122,80,63,1.9
W027_059,PID1059,-54,68,32,1.8
W027_060,PID1060,55,27,35,1.6
W027_061,PID1061,58,25,33,1.8
W027_062,PID1062,30,61,18,1.7
W027_063,PID1063,68,32,54,1.3
W027_064,PID1064,,38,36,1.2
W027_065,PID1065,-26,29,46,1.8
W027_066,PID1066,40,74,26,1.5
W027_067,PID1067,81,33,44,1.8
W027_068,PID1068,70,29,38,1.8
W027_069,PID1069,-48,53,71,1.7
W027_070,PID1070,ten,77,59,1.6
W027_071,PID1071,-73,21,35,1.9
W027_072,PID1072,42,34,24,1.8
W027_073,PID1073,56,31,44,1.3
W027_074,PID1074,111,51,81,1.4
W027_075,PID1075,16,45,10,1.6
W027_076,PID1076,41,31,28,1.5
W027_077,PID1077,110,45,87,1.3
W027_078,PID1078,48,29,34,1.4
W027_079,PID1079,86,54,70,1.2
W027_080,PID1080,37,34,19,1.9
W027_081,PID1081,150,41,87,1.7
W027_082,PID1082,88,30,52,1.7
W027_083,PID1083,24,86,19,1.3
W027_084,PID1084,20,52,15,1.3
W027_085,PID1085,128,65,74,1.7
W027_086,PID1086,twenty,91,85,1.3
W027_087,PID1087,145,29,96,1.5
W027_088,PID1088,97,27,50,1.9
W027_089,PID1089,-73,62,100,1.6
W027_090,PID1090,one hundred,59,53,1.3
W027_091,PID1091,153,92,87,1.8
W027_092,PID1092,63,22,42,1.5
W027_093,PID1093,108,42,67,1.6
W027_094,PID1094,67,86,39,1.7
W027_095,PID1095,77,38,56,1.4
W027_096,PID1096,42,60,32,1.3
W027_097,PID1097,103,62,62,1.7
W027_098,PID1098,46,63,36,1.3
W027_099,PID1099,,70,71,1.7
W028_000,PID1000,117,40,82,1.4
W028_001,PID1001,-16,92,34,1.9
W028_002,PID1002,fifteen,83,62,1.2
W028_003,PID1003,152,67,90,1.7
W028_004,PID1004,105,72,61,1.7
W028_005,PID1005,twenty,76,26,1.8
W028_006,PID1006,33,35,18,1.8
W028_007,PID1007,88,85,69,1.3
W028_008,PID1008,31,96,26,1.2
W028_009,PID1009,-21,89,50,1.3
W028_010,PID1010,112,53,72,1.6
W028_011,PID1011,61,81,40,1.5
W028_012,PID1012,118,35,71,1.7
W028_013,PID1013,ten,82,10,1.6
W028_014,PID1014,163,85,94,1.7
W028_015,PID1015,112,40,86,1.3
W028_016,PID1016,ten,63,45,1.6
W028_017,PID1017,145,76,78,1.9
W028_018,PID1018,128,88,82,1.6
W028_019,PID1019,33,76,17,1.9
W028_020,PID1020,171,96,92,1.9
W028_021,PID1021,-16,85,73,1.8
W028_022,PID1022,,36,41,1.3
W028_023,PID1023,59,25,34,1.7
W028_024,PID1024,103,58,83,1.2
W028_025,PID1025,23,40,19,1.2
W028_026,PID1026,59,65,45,1.3
W028_027,PID1027,63,51,47,1.3
W028_028,PID1028,106,63,72,1.5
W028_029,PID1029,32,55,22,1.5
W028_030,PID1030,78,53,51,1.5
W028_031,PID1031,15,67,13,1.2
W028_032,PID1032,149,28,93,1.6
W028_033,PID1033,134,86,77,1.7
W028_034,PID1034,21,27,14,1.5
W028_035,PID1035,,36,74,1.3
W028_036,PID1036,153,79,88,1.7
W028_037,PID1037,-50,65,20,1.9
W028_038,PID1038,-42,67,75,1.6
W028_039,PID1039,ten,46,57,1.8
W028_040,PID1040,78,48,55,1.4
W028_041,PID1041,80,48,56,1.4
W028_042,PID1042,45,80,34,1.3
W028_043,PID1043,107,100,74,1.4
W028_044,PID1044,56,90,30,1.9
W028_045,PID1045,100,77,51,2.0
W028_046,PID1046,132,61,93,1.4
W028_047,PID1047,37,60,20,1.9
W028_048,PID1048,fifteen,69,52,1.5
W028_049,PID1049,176,46,93,1.9
W028_050,PID1050,23,66,17,1.4
W028_051,PID1051,52,51,30,1.7
W028_052,PID1052,-6,85,41,1.5
W028_053,PID1053,ten,42,38,1.7
W028_054,PID1054,-68,60,99,1.7
W028_055,PID1055,152,31,91,1.7
W028_056,PID1056,146,21,89,1.6
W028_057,PID1057,90,42,53,1.7
W028_058,PID1058,137,46,76,1.8
W028_059,PID1059,99,22,52,1.9
W028_060,PID1060,,44,40,1.8
W028_061,PID1061,156,74,83,1.9
W028_062,PID1062,185,43,99,1.9
W028_063,PID1063,fifteen,85,91,1.7
W028_064,PID1064,45,98,26,1.7
W028_065,PID1065,80,71,50,1.6
W028_066,PID1066,133,37,94,1.4
W028_067,PID1067,57,67,30,1.9
W028_068,PID1068,134,94,100,1.3
W028_069,PID1069,146,34,75,1.9
W028_070,PID1070,twenty,86,79,1.6
W028_071,PID1071,121,60,69,1.8
W028_072,PID1072,23,97,19,1.2
W028_073,PID1073,38,41,21,1.8
W028_074,PID1074,114,93,90,1.3
W028_075,PID1075,ten,64,53,1.4
W028_076,PID1076,-64,60,27,1.8
W028_077,PID1077,zero,92,80,1.4
W028_078,PID1078,twenty,59,33,1.5
W028_079,PID1079,113,91,81,1.4
W028_080,PID1080,193,42,99,1.9
W028_081,PID1081,172,68,99,1.7
W028_082,PID1082,163,86,88,1.9
W028_083,PID1083,127,64,87,1.5
W028_084,PID1084,68,67,52,1.3
W028_085,PID1085,107,43,85,1.3
W028_086,PID1086,111,43,60,1.9
W028_087,PID1087,,83,66,1.9
W028_088,PID1088,17,70,10,1.7
W028_089,PID1089,120,34,81,1.5
W028_090,PID1090,116,84,75,1.5
W028_091,PID1091,129,70,95,1.4
W028_092,PID1092,49,32,25,2.0
W028_093,PID1093,96,31,55,1.7
W028_094,PID1094,30,56,21,1.4
W028_095,PID1095,91,20,63,1.4
W028_096,PID1096,27,38,16,1.7
W028_097,PID1097,48,51,40,1.2
W028_098,PID1098,131,58,99,1.3
W028_099,PID1099,57,89,33,1.7
W029_000,PID1000,83,72,58,1.4
W029_001,PID1001,-68,47,83,1.9
W029_002,PID1002,69,73,49,1.4
W029_003,PID1003,92,43,55,1.7
W029_004,PID1004,31,81,18,1.7
W029_005,PID1005,45,94,34,1.3
W029_006,PID1006,133,72,86,1.5
W029_007,PID1007,fifty,37,10,1.6
W029_008,PID1008,167,69,95,1.8
W029_009,PID1009,141,53,89,1.6
W029_010,PID1010,70,20,40,1.8
W029_011,PID1011,112,88,81,1.4
W029_012,PID1012,137,41,91,1.5
W029_013,PID1013,41,62,26,1.6
W029_014,PID1014,49,39,32,1.5
W029_015,PID1015,62,59,41,1.5
W029_016,PID1016,-43,48,54,2.0
W029_017,PID1017,54,80,43,1.3
W029_018,PID1018,105,33,82,1.3
W029_019,PID1019,128,43,94,1.4
W029_020,PID1020,74,87,51,1.5
W029_021,PID1021,-32,44,80,1.2
W029_022,PID1022,98,26,64,1.5
W029_023,PID1023,78,42,45,1.7
W029_024,PID1024,39,41,22,1.8
W029_025,PID1025,-52,77,14,1.6
W029_026,PID1026,31,94,18,1.7
W029_027,PID1027,zero,98,38,1.7
W029_028,PID1028,-73,28,90,1.6
W029_029,PID1029,one hundred,21,87,1.8
W029_030,PID1030,-96,33,95,1.5
W029_031,PID1031,fifteen,47,63,1.2
W029_032,PID1032,twenty,62,40,1.9
W029_033,PID1033,ten,42,25,1.6
W029_034,PID1034,ten,63,59,1.5
W029_035,PID1035,107,95,71,1.5
W029_036,PID1036,-23,48,56,1.6
W029_037,PID1037,128,55,92,1.4
W029_038,PID1038,28,64,17,1.6
W029_039,PID1039,zero,69,65,1.4
W029_040,PID1040,-62,41,93,1.7
W029_041,PID1041,twenty,44,14,1.4
W029_042,PID1042,151,48,95,1.6
W029_043,PID1043,50,40,35,1.4
W029_044,PID1044,44,85,23,1.9
W029_045,PID1045,127,42,90,1.4
W029_046,PID1046,fifteen,67,32,1.6
W029_047,PID1047,19,51,10,1.9
W029_048,PID1048,fifty,36,92,1.5
W029_049,PID1049,,22,83,1.3
W029_050,PID1050,25,28,18,1.4
W029_051,PID1051,111,54,71,1.6
W029_052,PID1052,44,80,25,1.8
W029_053,PID1053,31,63,26,1.2
W029_054,PID1054,115,85,66,1.7
W029_055,PID1055,115,32,61,1.9
W029_056,PID1056,50,25,35,1.4
W029_057,PID1057,133,25,92,1.4
W029_058,PID1058,151,99,97,1.6
W029_059,PID1059,14,47,10,1.4
W029_060,PID1060,164,64,85,1.9
W029_061,PID1061,48,91,33,1.5
W029_062,PID1062,81,65,66,1.2
W029_063,PID1063,47,73,30,1.6
W029_064,PID1064,153,98,81,1.9
W029_065,PID1065,114,84,65,1.8
W029_066,PID1066,54,28,28,1.9
W029_067,PID1067,62,27,32,1.9
W029_068,PID1068,114,33,78,1.5
W029_069,PID1069,fifty,55,81,1.3
W029_070,PID1070,-37,37,83,1.9
W029_071,PID1071,zero,63,97,1.8
W029_072,PID1072,,97,10,1.9
W029_073,PID1073,101,64,62,1.6
W029_074,PID1074,173,58,95,1.8
W029_075,PID1075,145,22,74,2.0
W029_076,PID1076,74,89,43,1.7
W029_077,PID1077,27,58,18,1.5
W029_078,PID1078,65,98,42,1.5
W029_079,PID1079,134,83,68,2.0
W029_080,PID1080,116,80,59,2.0
W029_081,PID1081,60,96,50,1.2
W029_082,PID1082,102,70,80,1.3
W029_083,PID1083,-4,38,57,1.9
W029_084,PID1084,95,95,66,1.4
W029_085,PID1085,fifteen,98,25,1.3
W029_086,PID1086,77,46,45,1.7
W029_087,PID1087,79,63,50,1.6
W029_088,PID1088,,79,68,1.2
W029_089,PID1089,-77,100,53,1.4
W029_090,PID1090,63,76,36,1.8
W029_091,PID1091,21,45,11,1.9
W029_092,PID1092,196,72,100,2.0
W029_093,PID1093,30,70,24,1.2
W029_094,PID1094,37,36,28,1.3
W029_095,PID1095,161,37,93,1.7
W029_096,PID1096,55,41,39,1.4
W029_097,PID1097,53,53,37,1.4
W029_098,PID1098,81,27,52,1.6
W029_099,PID1099,-2,74,66,1.5
W030_000,PID1000,93,91,70,1.3
W030_001,PID1001,-96,49,49,1.3
W030_002,PID1002,twenty,71,70,1.6
W030_003,PID1003,144,64,94,1.5
W030_004,PID1004,101,80,57,1.8
W030_005,PID1005,24,77,17,1.4
W030_006,PID1006,43,44,32,1.3
W030_007,PID1007,99,39,80,1.2
W030_008,PID1008,126,27,80,1.6
W030_009,PID1009,-87,25,99,1.4
W030_010,PID1010,112,27,75,1.5
W030_011,PID1011,23,47,16,1.4
W030_012,PID1012,-61,65,78,1.2
W030_013,PID1013,135,64,72,1.9
W030_014,PID1014,165,40,99,1.7
W030_015,PID1015,18,37,13,1.4
W030_016,PID1016,41,21,27,1.5
W030_017,PID1017,60,53,46,1.3
W030_018,PID1018,158,97,93,1.7
W030_019,PID1019,-2,63,78,1.4
W030_020,PID1020,-12,79,77,1.9
W030_021,PID1021,106,77,55,1.9
W030_022,PID1022,-33,98,40,1.3
W030_023,PID1023,148,100,88,1.7
W030_024,PID1024,85,94,53,1.6
W030_025,PID1025,97,79,68,1.4
W030_026,PID1026,148,98,87,1.7
W030_027,PID1027,-81,45,99,1.6
W030_028,PID1028,59,92,43,1.4
W030_029,PID1029,126,89,67,1.9
W030_030,PID1030,twenty,97,78,1.6
W030_031,PID1031,38,45,32,1.2
W030_032,PID1032,84,36,56,1.5
W030_033,PID1033,,73,39,1.2
W030_034,PID1034,,57,94,1.7
W030_035,PID1035,114,49,92,1.2
W030_036,PID1036,one hundred,99,34,1.6
W030_037,PID1037,-59,43,18,1.9
W030_038,PID1038,168,79,92,1.8
W030_039,PID1039,117,30,83,1.4
W030_040,PID1040,24,85,14,1.7
W030_041,PID1041,-82,71,82,1.3
W030_042,PID1042,81,77,48,1.7
W030_043,PID1043,-100,87,82,1.7
W030_044,PID1044,93,44,59,1.6
W030_045,PID1045,40,28,27,1.5
W030_046,PID1046,121,69,62,2.0
W030_047,PID1047,68,57,38,1.8
W030_048,PID1048,141,97,87,1.6
W030_049,PID1049,64,71,42,1.5
W030_050,PID1050,44,39,23,1.9
W030_051,PID1051,169,58,99,1.7
W030_052,PID1052,83,24,61,1.4
W030_053,PID1053,137,70,73,1.9
W030_054,PID1054,16,29,12,1.3
W030_055,PID1055,114,72,77,1.5
W030_056,PID1056,33,54,18,1.8
W030_057,PID1057,130,59,71,1.8
W030_058,PID1058,92,76,59,1.6
W030_059,PID1059,83,87,55,1.5
W030_060,PID1060,41,31,31,1.3
W030_061,PID1061,43,95,28,1.5
W030_062,PID1062,80,68,45,1.8
W030_063,PID1063,90,45,48,1.9
W030_064,PID1064,34,49,22,1.5
W030_065,PID1065,54,40,32,1.7
W030_066,PID1066,ten,58,39,1.8
W030_067,PID1067,149,30,77,1.9
W030_068,PID1068,27,20,14,1.9
W030_069,PID1069,66,93,55,1.2
W030_070,PID1070,35,25,19,1.8
W030_071,PID1071,18,81,10,1.8
W030_072,PID1072,20,34,15,1.3
W030_073,PID1073,28,97,20,1.4
W030_074,PID1074,116,30,90,1.3
W030_075,PID1075,15,63,10,1.5
W030_076,PID1076,93,97,72,1.3
W030_077,PID1077,-61,61,89,1.4
W030_078,PID1078,165,32,95,1.7
W030_079,PID1079,160,61,88,1.8
W030_080,PID1080,113,29,69,1.6
W030_081,PID1081,92,50,50,1.8
W030_082,PID1082,103,99,80,1.3
W030_083,PID1083,49,83,32,1.5
W030_084,PID1084,-39,71,34,1.8
W030_085,PID1085,zero,21,51,1.9
W030_086,PID1086,38,95,21,1.8
W030_087,PID1087,,59,91,1.3
W030_088,PID1088,fifteen,54,80,1.5
W030_089,PID1089,160,79,81,2.0
W030_090,PID1090,131,62,87,1.5
W030_091,PID1091,97,27,63,1.5
W030_092,PID1092,124,23,86,1.4
W030_093,PID1093,160,61,98,1.6
W030_094,PID1094,-15,63,70,1.9
W030_095,PID1095,81,40,56,1.4
W030_096,PID1096,-95,49,52,1.9
W030_097,PID1097,108,98,63,1.7
W030_098,PID1098,82,93,47,1.7
W030_099,PID1099,149,45,86,1.7
W031_000,PID1000,-14,96,11,1.5
W031_001,PID1001,,24,54,1.9
W031_002,PID1002,,23,63,1.4
W031_003,PID1003,153,55,85,1.8
W031_004,PID1004,88,25,57,1.5
W031_005,PID1005,35,57,22,1.6
W031_006,PID1006,23,75,15,1.5
W031_007,PID1007,63,37,47,1.3
W031_008,PID1008,-30,66,38,1.6
W031_009,PID1009,-77,43,32,1.7
W031_010,PID1010,120,84,64,1.9
W031_011,PID1011,zero,51,70,1.8
W031_012,PID1012,110,64,80,1.4
W031_013,PID1013,zero,82,27,1.6
W031_014,PID1014,18,46,14,1.3
W031_015,PID1015,84,94,70,1.2
W031_016,PID1016,63,57,43,1.5
W031_017,PID1017,101,35,59,1.7
W031_018,PID1018,115,64,79,1.5
W031_019,PID1019,29,46,16,1.8
W031_020,PID1020,23,64,16,1.4
W031_021,PID1021,fifty,60,80,1.6
W031_022,PID1022,106,44,63,1.7
W031_023,PID1023,84,99,59,1.4
W031_024,PID1024,160,69,90,1.8
W031_025,PID1025,-89,58,67,1.7
W031_026,PID1026,28,72,20,1.4
W031_027,PID1027,53,48,32,1.7
W031_028,PID1028,54,76,39,1.4
W031_029,PID1029,19,56,14,1.4
W031_030,PID1030,16,86,11,1.5
W031_031,PID1031,131,64,72,1.8
W031_032,PID1032,105,42,55,1.9
W031_033,PID1033,122,81,98,1.2
W031_034,PID1034,120,98,64,1.9
W031_035,PID1035,93,43,56,1.7
W031_036,PID1036,,65,71,2.0
W031_037,PID1037,51,83,28,1.8
W031_038,PID1038,164,97,84,2.0
W031_039,PID1039,,89,20,1.9
W031_040,PID1040,38,34,28,1.4
W031_041,PID1041,82,34,45,1.8
W031_042,PID1042,110,69,68,1.6
W031_043,PID1043,41,33,23,1.8
W031_044,PID1044,ten,95,53,1.8
W031_045,PID1045,130,26,87,1.5
W031_046,PID1046,51,86,40,1.3
W031_047,PID1047,29,25,19,1.5
W031_048,PID1048,29,34,22,1.3
W031_049,PID1049,102,56,54,1.9
W031_050,PID1050,94,100,56,1.7
W031_051,PID1051,-55,98,99,1.8
W031_052,PID1052,149,36,88,1.7
W031_053,PID1053,fifteen,63,54,1.4
W031_054,PID1054,151,94,79,1.9
W031_055,PID1055,-73,71,33,1.2
W031_056,PID1056,156,69,91,1.7
W031_057,PID1057,92,100,53,1.7
W031_058,PID1058,65,59,50,1.3
W031_059,PID1059,31,23,17,1.8
W031_060,PID1060,131,66,71,1.8
W031_061,PID1061,97,34,54,1.8
W031_062,PID1062,109,52,86,1.3
W031_063,PID1063,103,62,69,1.5
W031_064,PID1064,-43,26,23,1.8
W031_065,PID1065,94,21,68,1.4
W031_066,PID1066,fifteen,40,92,1.3
W031_067,PID1067,one hundred,21,21,1.7
W031_068,PID1068,ten,98,79,1.4
W031_069,PID1069,60,21,34,1.8
W031_070,PID1070,91,32,50,1.8
W031_071,PID1071,-62,94,80,1.8
W031_072,PID1072,,91,12,1.3
W031_073,PID1073,,68,66,1.7
W031_074,PID1074,92,20,73,1.3
W031_075,PID1075,50,56,28,1.8
W031_076,PID1076,-21,20,58,1.8
W031_077,PID1077,32,33,22,1.5
W031_078,PID1078,-61,37,55,1.9
W031_079,PID1079,95,68,58,1.6
W031_080,PID1080,123,54,95,1.3
W031_081,PID1081,54,70,43,1.3
W031_082,PID1082,55,74,39,1.4
W031_083,PID1083,zero,85,21,1.7
W031_084,PID1084,134,79,98,1.4
W031_085,PID1085,-57,91,16,1.2
W031_086,PID1086,148,44,89,1.7
W031_087,PID1087,60,63,46,1.3
W031_088,PID1088,zero,61,38,1.6
W031_089,PID1089,47,65,35,1.3
W031_090,PID1090,182,66,94,1.9
W031_091,PID1091,twenty,73,94,1.6
W031_092,PID1092,97,77,57,1.7
W031_093,PID1093,31,28,18,1.7
W031_094,PID1094,,87,51,1.3
W031_095,PID1095,44,29,32,1.4
W031_096,PID1096,56,75,41,1.4
W031_097,PID1097,zero,78,77,1.9
W031_098,PID1098,32,61,21,1.5
W031_099,PID1099,131,90,92,1.4
W032_000,PID1000,108,52,80,1.4
W032_001,PID1001,114,35,62,1.8
W032_002,PID1002,59,38,38,1.6
W032_003,PID1003,zero,85,60,1.5
W032_004,PID1004,145,36,89,1.6
W032_005,PID1005,171,84,93,1.8
W032_006,PID1006,19,34,15,1.3
W032_007,PID1007,28,50,16,1.8
W032_008,PID1008,60,51,45,1.3
W032_009,PID1009,185,41,93,2.0
W032_010,PID1010,111,56,83,1.3
W032_011,PID1011,75,25,55,1.4
W032_012,PID1012,128,55,68,1.9
W032_013,PID1013,55,69,28,2.0
W032_014,PID1014,,94,91,1.7
W032_015,PID1015,23,69,13,1.8
W032_016,PID1016,one hundred,85,75,1.8
W032_017,PID1017,72,95,60,1.2
W032_018,PID1018,86,27,65,1.3
W032_019,PID1019,139,98,89,1.6
W032_020,PID1020,94,22,53,1.8
W032_021,PID1021,43,74,23,1.9
W032_022,PID1022,121,53,89,1.4
W032_023,PID1023,74,97,46,1.6
W032_024,PID1024,99,37,57,1.7
W032_025,PID1025,-76,87,23,1.6
W032_026,PID1026,,74,17,1.2
W032_027,PID1027,132,76,69,1.9
W032_028,PID1028,101,85,58,1.7
W032_029,PID1029,145,27,76,1.9
W032_030,PID1030,129,41,73,1.8
W032_031,PID1031,121,33,63,1.9
W032_032,PID1032,33,32,24,1.4
W032_033,PID1033,,59,65,1.9
W032_034,PID1034,-66,98,39,1.8
W032_035,PID1035,89,74,73,1.2
W032_036,PID1036,118,38,77,1.5
W032_037,PID1037,fifty,94,67,1.6
W032_038,PID1038,-12,63,41,1.3
W032_039,PID1039,23,53,16,1.4
W032_040,PID1040,-81,28,27,2.0
W032_041,PID1041,40,87,23,1.7
W032_042,PID1042,182,21,96,1.9
W032_043,PID1043,139,24,99,1.4
W032_044,PID1044,36,56,29,1.2
W032_045,PID1045,23,80,15,1.5
W032_046,PID1046,90,74,47,1.9
W032_047,PID1047,145,34,87,1.7
W032_048,PID1048,100,55,56,1.8
W032_049,PID1049,115,61,64,1.8
W032_050,PID1050,twenty,96,45,1.6
W032_051,PID1051,41,56,31,1.3
W032_052,PID1052,,80,79,1.5
W032_053,PID1053,84,21,58,1.4
W032_054,PID1054,fifteen,21,16,1.8
W032_055,PID1055,100,87,78,1.3
W032_056,PID1056,144,56,87,1.7
W032_057,PID1057,118,85,74,1.6
W032_058,PID1058,18,52,12,1.5
W032_059,PID1059,138,79,71,1.9
W032_060,PID1060,62,48,40,1.6
W032_061,PID1061,45,81,26,1.7
W032_062,PID1062,196,47,99,2.0
W032_063,PID1063,125,54,100,1.2
W032_064,PID1064,162,90,85,1.9
W032_065,PID1065,-9,63,23,1.7
W032_066,PID1066,fifteen,60,55,1.5
W032_067,PID1067,,49,34,1.5
W032_068,PID1068,68,76,38,1.8
W032_069,PID1069,83,98,51,1.6
W032_070,PID1070,-10,57,20,1.9
W032_071,PID1071,-9,43,90,1.9
W032_072,PID1072,72,27,59,1.2
W032_073,PID1073,73,44,59,1.2
W032_074,PID1074,111,28,63,1.8
W032_075,PID1075,123,88,94,1.3
W032_076,PID1076,-15,29,50,1.3
W032_077,PID1077,zero,27,86,2.0
W032_078,PID1078,75,70,44,1.7
W032_079,PID1079,60,27,36,1.7
W032_080,PID1080,60,23,35,1.7
W032_081,PID1081,121,38,94,1.3
W032_082,PID1082,79,29,48,1.6
W032_083,PID1083,-50,88,29,1.3
W032_084,PID1084,46,20,26,1.8
W032_085,PID1085,179,67,92,1.9
W032_086,PID1086,17,49,14,1.2
W032_087,PID1087,166,77,94,1.8
W032_088,PID1088,96,40,58,1.7
W032_089,PID1089,105,71,60,1.8
W032_090,PID1090,30,81,18,1.7
W032_091,PID1091,,33,71,1.8
W032_092,PID1092,81,53,65,1.2
W032_093,PID1093,13,92,11,1.2
W032_094,PID1094,31,100,19,1.6
W032_095,PID1095,147,29,93,1.6
W032_096,PID1096,,48,28,1.2
W032_097,PID1097,59,87,34,1.7
W032_098,PID1098,one hundred,87,17,1.4
W032_099,PID1099,157,45,84,1.9
W033_000,PID1000,92,63,55,1.7
W033_001,PID1001,56,44,36,1.6
W033_002,PID1002,48,100,33,1.5
W033_003,PID1003,35,80,25,1.4
W033_004,PID1004,52,71,36,1.4
W033_005,PID1005,48,36,35,1.4
W033_006,PID1006,138,73,75,1.8
W033_007,PID1007,135,77,68,2.0
W033_008,PID1008,138,38,75,1.8
W033_009,PID1009,86,59,55,1.6
W033_010,PID1010,-73,57,43,1.8
W033_011,PID1011,,56,84,1.3
W033_012,PID1012,22,36,18,1.2
W033_013,PID1013,103,84,53,1.9
W033_014,PID1014,118,96,79,1.5
W033_015,PID1015,-23,70,87,1.7
W033_016,PID1016,-75,28,60,1.8
W033_017,PID1017,20,90,13,1.5
W033_018,PID1018,35,54,18,1.9
W033_019,PID1019,181,90,92,2.0
W033_020,PID1020,59,63,49,1.2
W033_021,PID1021,twenty,82,69,1.5
W033_022,PID1022,-78,65,36,1.8
W033_023,PID1023,52,48,43,1.2
W033_024,PID1024,125,77,71,1.8
W033_025,PID1025,25,30,16,1.6
W033_026,PID1026,132,79,93,1.4
W033_027,PID1027,181,54,94,1.9
W033_028,PID1028,115,99,71,1.6
W033_029,PID1029,65,97,37,1.8
W033_030,PID1030,fifteen,30,42,1.4
W033_031,PID1031,61,97,39,1.6
W033_032,PID1032,90,83,60,1.5
W033_033,PID1033,85,35,68,1.2
W033_034,PID1034,190,75,98,1.9
W033_035,PID1035,-1,32,17,1.2
W033_036,PID1036,150,100,100,1.5
W033_037,PID1037,82,66,53,1.5
W033_038,PID1038,,93,76,1.2
W033_039,PID1039,27,69,17,1.6
W033_040,PID1040,128,45,98,1.3
W033_041,PID1041,-6,36,49,1.5
W033_042,PID1042,100,73,56,1.8
W033_043,PID1043,115,43,69,1.7
W033_044,PID1044,ten,65,25,1.8
W033_045,PID1045,31,70,22,1.4
W033_046,PID1046,98,20,78,1.3
W033_047,PID1047,67,97,53,1.3
W033_048,PID1048,fifteen,25,47,1.3
W033_049,PID1049,ten,76,14,1.9
W033_050,PID1050,105,95,59,1.8
W033_051,PID1051,-65,31,16,1.8
W033_052,PID1052,121,35,82,1.5
W033_053,PID1053,34,57,21,1.6
W033_054,PID1054,-14,50,93,1.9
W033_055,PID1055,63,56,32,2.0
W033_056,PID1056,53,60,38,1.4
W033_057,PID1057,85,30,60,1.4
W033_058,PID1058,17,20,10,1.7
W033_059,PID1059,25,69,21,1.2
W033_060,PID1060,80,69,63,1.3
W033_061,PID1061,22,100,16,1.4
W033_062,PID1062,69,45,40,1.7
W033_063,PID1063,45,57,37,1.2
W033_064,PID1064,139,52,98,1.4
W033_065,PID1065,-19,23,22,1.8
W033_066,PID1066,138,79,77,1.8
W033_067,PID1067,26,37,14,1.9
W033_068,PID1068,126,85,76,1.7
W033_069,PID1069,42,47,27,1.6
W033_070,PID1070,twenty,63,65,1.7
W033_071,PID1071,149,93,83,1.8
W033_072,PID1072,77,56,45,1.7
W033_073,PID1073,-30,86,85,1.2
W033_074,PID1074,120,39,75,1.6
W033_075,PID1075,,91,64,1.4
W033_076,PID1076,-26,64,83,1.8
W033_077,PID1077,188,20,98,1.9
W033_078,PID1078,30,59,23,1.3
W033_079,PID1079,66,35,49,1.3
W033_080,PID1080,70,38,58,1.2
W033_081,PID1081,171,100,88,1.9
W033_082,PID1082,117,100,92,1.3
W033_083,PID1083,181,70,91,2.0
W033_084,PID1084,-28,78,84,1.4
W033_085,PID1085,131,49,73,1.8
W033_086,PID1086,twenty,94,52,1.8
W033_087,PID1087,-12,38,53,1.9
W033_088,PID1088,-59,58,44,1.5
W033_089,PID1089,78,70,55,1.4
W033_090,PID1090,121,99,88,1.4
W033_091,PID1091,42,96,33,1.3
W033_092,PID1092,125,60,74,1.7
W033_093,PID1093,96,49,73,1.3
W033_094,PID1094,131,93,77,1.7
W033_095,PID1095,150,20,83,1.8
W033_096,PID1096,ten,27,84,1.6
W033_097,PID1097,29,44,16,1.8
W033_098,PID1098,161,64,96,1.7
W033_099,PID1099,ten,80,38,1.6
W034_000,PID1000,65,46,44,1.5
W034_001,PID1001,94,76,59,1.6
W034_002,PID1002,123,39,70,1.8
W034_003,PID1003,60,24,35,1.7
W034_004,PID1004,54,88,36,1.5
W034_005,PID1005,81,20,57,1.4
W034_006,PID1006,179,96,92,1.9
W034_007,PID1007,79,93,40,2.0
W034_008,PID1008,90,88,57,1.6
W034_009,PID1009,153,57,85,1.8
W034_010,PID1010,50,30,34,1.5
W034_011,PID1011,146,35,74,2.0
W034_012,PID1012,102,30,57,1.8
W034_013,PID1013,fifteen,61,62,1.4
W034_014,PID1014,142,77,77,1.8
W034_015,PID1015,115,96,80,1.4
W034_016,PID1016,157,84,84,1.9
W034_017,PID1017,zero,44,60,1.8
W034_018,PID1018,-29,93,66,1.5
W034_019,PID1019,53,86,27,2.0
W034_020,PID1020,-97,84,28,1.5
W034_021,PID1021,39,59,27,1.4
W034_022,PID1022,171,56,90,1.9
W034_023,PID1023,180,91,96,1.9
W034_024,PID1024,one hundred,42,81,1.9
W034_025,PID1025,,53,19,1.2
W034_026,PID1026,44,70,34,1.3
W034_027,PID1027,,36,39,1.6
W034_028,PID1028,57,28,33,1.7
W034_029,PID1029,61,25,37,1.6
W034_030,PID1030,117,50,67,1.7
W034_031,PID1031,31,83,19,1.6
W034_032,PID1032,46,72,29,1.6
W034_033,PID1033,45,86,37,1.2
W034_034,PID1034,36,69,29,1.2
W034_035,PID1035,twenty,100,97,1.5
W034_036,PID1036,99,49,65,1.5
